node,betweeness_centrality,node_type
Femoral bowing,0.0,effect/phenotype
Micromelia,0.0,effect/phenotype
Prolonged partial thromboplastin time,0.0,effect/phenotype
Portal hypertension,0.0,effect/phenotype
Increased serum bile acid concentration,0.0,effect/phenotype
Hypolipidemia,0.0,effect/phenotype
Slurred speech,0.0,effect/phenotype
Microdontia,0.0,effect/phenotype
Short distal phalanx of finger,0.0,effect/phenotype
Infantile onset,0.0,effect/phenotype
Encephalopathy,0.0,effect/phenotype
Ataxia,0.0,effect/phenotype
Abnormal bleeding,0.0,effect/phenotype
Jaundice,0.0,effect/phenotype
Hepatitis,0.0,effect/phenotype
Pseudoepiphyses of the metacarpals,0.0,effect/phenotype
Radial bowing,0.0,effect/phenotype
Large sella turcica,0.0,effect/phenotype
Cone-shaped epiphysis,0.0,effect/phenotype
Vertical supranuclear gaze palsy,0.0,effect/phenotype
Ivory epiphyses,0.0,effect/phenotype
Truncal obesity,0.0,effect/phenotype
Hypoplasia of dental enamel,0.0,effect/phenotype
Dilatation of the cerebral artery,0.0,effect/phenotype
Intrahepatic cholestasis,0.0,effect/phenotype
Hip contracture,0.0,effect/phenotype
Short metacarpal,0.0,effect/phenotype
Single transverse palmar crease,0.0,effect/phenotype
Neonatal cholestatic liver disease,0.0,effect/phenotype
Iron deficiency anemia,0.0,effect/phenotype
Osteoporosis,0.0,effect/phenotype
Small anterior fontanelle,0.0,effect/phenotype
Agenesis of cerebellar vermis,0.0,effect/phenotype
Bowed humerus,0.0,effect/phenotype
Progressive,0.0,effect/phenotype
11 pairs of ribs,0.0,effect/phenotype
Abnormality of coagulation,0.0,effect/phenotype
Pruritus,0.0,effect/phenotype
Chronic hepatic failure,0.0,effect/phenotype
Stillbirth,0.0,effect/phenotype
Aplasia/Hypoplasia of the thymus,0.0,effect/phenotype
Elevated alkaline phosphatase,0.0,effect/phenotype
Neonatal onset,0.0,effect/phenotype
Low levels of vitamin D,0.0,effect/phenotype
Dysmetria,0.0,effect/phenotype
Portal fibrosis,0.0,effect/phenotype
Acholic stools,0.0,effect/phenotype
Retrognathia,0.0,effect/phenotype
Congenital hepatic fibrosis,0.0,effect/phenotype
Gastrointestinal hemorrhage,0.0,effect/phenotype
"Intellectual disability, mild",0.0,effect/phenotype
Multiple cafe-au-lait spots,0.0,effect/phenotype
Pectus carinatum,0.0,effect/phenotype
Delayed cranial suture closure,0.0,effect/phenotype
Class II obesity,0.0,effect/phenotype
Class III obesity,0.0,effect/phenotype
Class I obesity,0.0,effect/phenotype
Abnormal rectum morphology,0.0,effect/phenotype
Attention deficit hyperactivity disorder,0.0,effect/phenotype
Microtia,0.0,effect/phenotype
Renal cyst,0.0,effect/phenotype
Biliary tract abnormality,0.0,effect/phenotype
Tetralogy of Fallot,0.0,effect/phenotype
Shoulder flexion contracture,0.0,effect/phenotype
Ulnar bowing,0.0,effect/phenotype
Hypoplastic iliac wing,0.0,effect/phenotype
Mood changes,0.0,effect/phenotype
Astrocytoma,0.0,effect/phenotype
Hypocholesterolemia,0.0,effect/phenotype
Hepatic necrosis,0.0,effect/phenotype
Hemobilia,0.0,effect/phenotype
Liver abscess,0.0,effect/phenotype
Old-aged sensorineural hearing impairment,0.0,effect/phenotype
Gingivitis,0.0,effect/phenotype
Gingival bleeding,0.0,effect/phenotype
Reduced catalase level,0.0,effect/phenotype
Dry skin,0.0,effect/phenotype
Poor appetite,0.0,effect/phenotype
Abnormality of the liver,0.0,effect/phenotype
Abdominal pain,0.0,effect/phenotype
Neoplasm of the larynx,0.0,effect/phenotype
Abdominal distention,0.0,effect/phenotype
Parkinsonism,0.0,effect/phenotype
Hepatic encephalopathy,0.0,effect/phenotype
Esophageal varix,0.0,effect/phenotype
Thin clavicles,0.0,effect/phenotype
Hypermetropia,0.0,effect/phenotype
Short neck,0.0,effect/phenotype
Coarctation of aorta,0.0,effect/phenotype
Hypoplastic ilia,0.0,effect/phenotype
Narrow chest,0.0,effect/phenotype
Elbow dislocation,0.0,effect/phenotype
Delayed skeletal maturation,0.0,effect/phenotype
Thrombocytosis,0.0,effect/phenotype
Prominent nasal bridge,0.0,effect/phenotype
Flared metaphysis,0.0,effect/phenotype
Short 1st metacarpal,0.0,effect/phenotype
Proximal femoral epiphysiolysis,0.0,effect/phenotype
Limited elbow extension,0.0,effect/phenotype
Narrow pelvis bone,0.0,effect/phenotype
Cafe-au-lait spot,0.0,effect/phenotype
Depressed nasal bridge,0.0,effect/phenotype
Hypoglycemia,0.0,effect/phenotype
Panniculitis,0.0,effect/phenotype
Dyspnea,0.0,effect/phenotype
Bone pain,0.0,effect/phenotype
Skeletal muscle hypertrophy,0.0,effect/phenotype
Severe periodontitis,0.0,effect/phenotype
Gangrene,0.0,effect/phenotype
Premature loss of permanent teeth,0.0,effect/phenotype
Hepatic fibrosis,0.0,effect/phenotype
Hypoplasia of the capital femoral epiphysis,0.0,effect/phenotype
Hypercholesterolemia,0.0,effect/phenotype
Nyctalopia,0.0,effect/phenotype
High pitched voice,0.0,effect/phenotype
Slender long bone,0.0,effect/phenotype
Long clavicles,0.0,effect/phenotype
Increased total iron binding capacity,0.0,effect/phenotype
Tremor,0.0,effect/phenotype
Short middle phalanx of finger,0.0,effect/phenotype
Aplasia/Hypoplasia of the earlobes,0.0,effect/phenotype
